ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
chr11|+|70218317|70218496|70218320|70218496|70211478|70211541	"ENSG00000131626.16_3"	"PPFIA1"	chr11	+	70218317	70218496	70218320	70218496	70211478	70211541
chr11|+|70218317|70218496|70218320|70218496|70212046|70212073	"ENSG00000131626.16_3"	"PPFIA1"	chr11	+	70218317	70218496	70218320	70218496	70212046	70212073
chr11|+|70218317|70218496|70218320|70218496|70213611|70213735	"ENSG00000131626.16_3"	"PPFIA1"	chr11	+	70218317	70218496	70218320	70218496	70213611	70213735
chr16|+|3016642|3016796|3016759|3016796|3016140|3016232	"ENSG00000131650.13_2"	"KREMEN2"	chr16	+	3016642	3016796	3016759	3016796	3016140	3016232
chr16|+|3016642|3016796|3016759|3016796|3016325|3016450	"ENSG00000131650.13_2"	"KREMEN2"	chr16	+	3016642	3016796	3016759	3016796	3016325	3016450
chr16|+|3017320|3018381|3017810|3018381|3016910|3017243	"ENSG00000131650.13_2"	"KREMEN2"	chr16	+	3017320	3018381	3017810	3018381	3016910	3017243
chr16|+|3075924|3076167|3076063|3076167|3075708|3075824	"ENSG00000131652.13_2"	"THOC6"	chr16	+	3075924	3076167	3076063	3076167	3075708	3075824
chr16|+|3075924|3076289|3076251|3076289|3075708|3075824	"ENSG00000131652.13_2"	"THOC6"	chr16	+	3075924	3076289	3076251	3076289	3075708	3075824
chr16|+|3076063|3076289|3076251|3076289|3075708|3075824	"ENSG00000131652.13_2"	"THOC6"	chr16	+	3076063	3076289	3076251	3076289	3075708	3075824
chr16|+|3076063|3076289|3076251|3076289|3075924|3075989	"ENSG00000131652.13_2"	"THOC6"	chr16	+	3076063	3076289	3076251	3076289	3075924	3075989
chr16|+|2215857|2215937|2215879|2215937|2213883|2214002	"ENSG00000131653.12_3"	"TRAF7"	chr16	+	2215857	2215937	2215879	2215937	2213883	2214002
chr9|-|95888691|95888920|95888691|95888867|95893766|95893823	"ENSG00000131669.9_2"	"NINJ1"	chr9	-	95888691	95888920	95888691	95888867	95893766	95893823
chr1|+|9017195|9017344|9017200|9017344|9009321|9009410	"ENSG00000131686.14_2"	"CA6"	chr1	+	9017195	9017344	9017200	9017344	9009321	9009410
chr1|+|9017195|9017344|9017200|9017344|9009321|9009501	"ENSG00000131686.14_2"	"CA6"	chr1	+	9017195	9017344	9017200	9017344	9009321	9009501
chr1|-|5965691|5965843|5965691|5965840|5967174|5967282	"ENSG00000131697.17_3"	"NPHP4"	chr1	-	5965691	5965843	5965691	5965840	5967174	5967282
chr1|-|5965691|5965843|5965691|5965840|5969211|5969273	"ENSG00000131697.17_3"	"NPHP4"	chr1	-	5965691	5965843	5965691	5965840	5969211	5969273
chr1|-|5965691|5965843|5965691|5965840|5987708|5987847	"ENSG00000131697.17_3"	"NPHP4"	chr1	-	5965691	5965843	5965691	5965840	5987708	5987847
chr1|-|5965691|5965843|5965691|5965840|5993206|5993389	"ENSG00000131697.17_3"	"NPHP4"	chr1	-	5965691	5965843	5965691	5965840	5993206	5993389
chr1|-|5965691|5965843|5965691|5965840|6007163|6007290	"ENSG00000131697.17_3"	"NPHP4"	chr1	-	5965691	5965843	5965691	5965840	6007163	6007290
chrX|+|117577522|117577650|117577546|117577650|117576206|117576308	"ENSG00000131725.13_3"	"WDR44"	chrX	+	117577522	117577650	117577546	117577650	117576206	117576308
chrX|+|117577522|117577650|117577546|117577650|117576527|117576643	"ENSG00000131725.13_3"	"WDR44"	chrX	+	117577522	117577650	117577546	117577650	117576527	117576643
chr17|+|37808004|37808098|37808007|37808098|37793622|37793768	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37808004	37808098	37808007	37808098	37793622	37793768
chr17|+|37809733|37810003|37809768|37810003|37808007|37808098	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37809733	37810003	37809768	37810003	37808007	37808098
chr17|+|37809733|37810003|37809768|37810003|37809301|37809448	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37809733	37810003	37809768	37810003	37809301	37809448
chr17|+|37809733|37810003|37809768|37810003|37809377|37809411	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37809733	37810003	37809768	37810003	37809377	37809411
chr17|+|37809733|37810003|37809870|37810003|37793622|37793768	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37809733	37810003	37809870	37810003	37793622	37793768
chr17|+|37809733|37810003|37809870|37810003|37808007|37808098	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37809733	37810003	37809870	37810003	37808007	37808098
chr17|+|37809733|37810003|37809870|37810003|37809301|37809448	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37809733	37810003	37809870	37810003	37809301	37809448
chr17|+|37809733|37810003|37809870|37810003|37809377|37809411	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37809733	37810003	37809870	37810003	37809377	37809411
chr17|+|37809768|37810003|37809870|37810003|37808007|37808098	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37809768	37810003	37809870	37810003	37808007	37808098
chr17|+|37809768|37810003|37809870|37810003|37809301|37809448	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37809768	37810003	37809870	37810003	37809301	37809448
chr17|+|37809768|37810003|37809870|37810003|37809377|37809411	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37809768	37810003	37809870	37810003	37809377	37809411
chr17|+|37813162|37813338|37813260|37813338|37809733|37810003	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37813162	37813338	37813260	37813338	37809733	37810003
chr17|+|37814225|37814775|37814657|37814775|37813260|37813338	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37814225	37814775	37814657	37814775	37813260	37813338
chr17|+|37814225|37814775|37814657|37814775|37814027|37814105	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37814225	37814775	37814657	37814775	37814027	37814105
chr17|+|37814225|37814775|37814665|37814775|37814027|37814105	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37814225	37814775	37814665	37814775	37814027	37814105
chr17|+|37814657|37814775|37814665|37814775|37814027|37814092	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37814657	37814775	37814665	37814775	37814027	37814092
chr17|+|37814657|37814775|37814665|37814775|37814027|37814105	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37814657	37814775	37814665	37814775	37814027	37814105
chr17|+|37814657|37814775|37814665|37814775|37814225|37814279	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37814657	37814775	37814665	37814775	37814225	37814279
chr17|+|37814961|37815073|37814974|37815073|37814657|37814775	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37814961	37815073	37814974	37815073	37814657	37814775
chr17|+|37816412|37816526|37816463|37816526|37815713|37815806	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37816412	37816526	37816463	37816526	37815713	37815806
chr17|+|37818503|37819737|37819056|37819737|37817062|37817142	"ENSG00000131748.15_3"	"STARD3"	chr17	+	37818503	37819737	37819056	37819737	37817062	37817142
chr8|+|136554896|136555013|136554916|136555013|136533479|136533598	"ENSG00000131773.13_3"	"KHDRBS3"	chr8	+	136554896	136555013	136554916	136555013	136533479	136533598
chr8|+|136619197|136619280|136619198|136619280|136594120|136594316	"ENSG00000131773.13_3"	"KHDRBS3"	chr8	+	136619197	136619280	136619198	136619280	136594120	136594316
chr1|+|146726524|146726631|146726552|146726631|146714333|146714480	"ENSG00000131778.18_3"	"CHD1L"	chr1	+	146726524	146726631	146726552	146726631	146714333	146714480
chr1|+|146726524|146726631|146726552|146726631|146724277|146724390	"ENSG00000131778.18_3"	"CHD1L"	chr1	+	146726524	146726631	146726552	146726631	146724277	146724390
chr1|+|146737590|146737746|146737594|146737746|146714333|146714480	"ENSG00000131778.18_3"	"CHD1L"	chr1	+	146737590	146737746	146737594	146737746	146714333	146714480
chr1|+|146737590|146737746|146737594|146737746|146724277|146724390	"ENSG00000131778.18_3"	"CHD1L"	chr1	+	146737590	146737746	146737594	146737746	146724277	146724390
chr1|+|146737590|146737746|146737594|146737746|146731490|146731572	"ENSG00000131778.18_3"	"CHD1L"	chr1	+	146737590	146737746	146737594	146737746	146731490	146731572
chr1|+|146737590|146737746|146737594|146737746|146736080|146736247	"ENSG00000131778.18_3"	"CHD1L"	chr1	+	146737590	146737746	146737594	146737746	146736080	146736247
chr1|+|146737590|146737746|146737594|146737746|146736192|146736243	"ENSG00000131778.18_3"	"CHD1L"	chr1	+	146737590	146737746	146737594	146737746	146736192	146736243
chr1|+|146747016|146747131|146747068|146747131|146739084|146739177	"ENSG00000131778.18_3"	"CHD1L"	chr1	+	146747016	146747131	146747068	146747131	146739084	146739177
chr1|+|146747016|146747131|146747068|146747131|146740440|146740537	"ENSG00000131778.18_3"	"CHD1L"	chr1	+	146747016	146747131	146747068	146747131	146740440	146740537
chr1|+|146747016|146747131|146747068|146747131|146743831|146743942	"ENSG00000131778.18_3"	"CHD1L"	chr1	+	146747016	146747131	146747068	146747131	146743831	146743942
chr1|+|146747016|146747131|146747068|146747131|146744042|146744136	"ENSG00000131778.18_3"	"CHD1L"	chr1	+	146747016	146747131	146747068	146747131	146744042	146744136
chr1|+|145522513|145523730|145523344|145523730|145517272|145517388	"ENSG00000131779.10_3"	"PEX11B"	chr1	+	145522513	145523730	145523344	145523730	145517272	145517388
chr1|+|145522513|145523730|145523344|145523730|145518070|145518272	"ENSG00000131779.10_3"	"PEX11B"	chr1	+	145522513	145523730	145523344	145523730	145518070	145518272
chr1|-|146672733|146673086|146672733|146672925|146680413|146680613	"ENSG00000131781.12_3"	"FMO5"	chr1	-	146672733	146673086	146672733	146672925	146680413	146680613
chr1|-|146672733|146673086|146672733|146672925|146683960|146684103	"ENSG00000131781.12_3"	"FMO5"	chr1	-	146672733	146673086	146672733	146672925	146683960	146684103
chr1|+|145584798|145586546|145585355|145586546|145584481|145584615	"ENSG00000131788.15_3"	"PIAS3"	chr1	+	145584798	145586546	145585355	145586546	145584481	145584615
chr16|+|31715475|31715711|31715540|31715711|31714488|31714684	"ENSG00000131797.12_2"	"CLUHP3"	chr16	+	31715475	31715711	31715540	31715711	31714488	31714684
chr16|+|31716992|31717113|31716999|31717113|31716669|31716793	"ENSG00000131797.12_2"	"CLUHP3"	chr16	+	31716992	31717113	31716999	31717113	31716669	31716793
chr11|+|30253419|30253608|30253443|30253608|30252562|30252595	"ENSG00000131808.10_2"	"FSHB"	chr11	+	30253419	30253608	30253443	30253608	30252562	30252595
chrX|+|19369377|19369525|19369398|19369525|19368054|19368228	"ENSG00000131828.13_2"	"PDHA1"	chrX	+	19369377	19369525	19369398	19369525	19368054	19368228
chrX|-|17855656|17855853|17855656|17855850|17878628|17878827	"ENSG00000131831.17_2"	"RAI2"	chrX	-	17855656	17855853	17855656	17855850	17878628	17878827
chr5|+|70898332|70898460|70898335|70898460|70895485|70895587	"ENSG00000131844.15_2"	"MCCC2"	chr5	+	70898332	70898460	70898335	70898460	70895485	70895587
chr5|+|70939597|70939722|70939645|70939722|70927947|70928012	"ENSG00000131844.15_2"	"MCCC2"	chr5	+	70939597	70939722	70939645	70939722	70927947	70928012
chr5|+|70939597|70939722|70939645|70939722|70930977|70931073	"ENSG00000131844.15_2"	"MCCC2"	chr5	+	70939597	70939722	70939645	70939722	70930977	70931073
chr5|+|70939597|70939722|70939645|70939722|70931930|70931994	"ENSG00000131844.15_2"	"MCCC2"	chr5	+	70939597	70939722	70939645	70939722	70931930	70931994
chr5|+|70939597|70939722|70939645|70939722|70936829|70936902	"ENSG00000131844.15_2"	"MCCC2"	chr5	+	70939597	70939722	70939645	70939722	70936829	70936902
chr5|+|70939597|70939722|70939645|70939722|70936829|70936910	"ENSG00000131844.15_2"	"MCCC2"	chr5	+	70939597	70939722	70939645	70939722	70936829	70936910
chr19|-|56732680|56733695|56732680|56733692|56733959|56734110	"ENSG00000131848.9_3"	"ZSCAN5A"	chr19	-	56732680	56733695	56732680	56733692	56733959	56734110
chr19|-|56734999|56735203|56734999|56735164|56736031|56736542	"ENSG00000131848.9_3"	"ZSCAN5A"	chr19	-	56734999	56735203	56734999	56735164	56736031	56736542
chr19|-|56734999|56735203|56734999|56735164|56824651|56824753	"ENSG00000131848.9_3"	"ZSCAN5A"	chr19	-	56734999	56735203	56734999	56735164	56824651	56824753
chr19|+|57635406|57635507|57635412|57635507|57633692|57633842	"ENSG00000131864.10_3"	"USP29"	chr19	+	57635406	57635507	57635412	57635507	57633692	57633842
chr15|-|101825930|101827215|101825930|101826006|101827860|101827907	"ENSG00000131876.16_3"	"SNRPA1"	chr15	-	101825930	101827215	101825930	101826006	101827860	101827907
chr15|-|101825930|101827215|101825930|101826006|101832166|101832245	"ENSG00000131876.16_3"	"SNRPA1"	chr15	-	101825930	101827215	101825930	101826006	101832166	101832245
chr15|-|101825930|101827215|101825930|101826006|101833229|101833377	"ENSG00000131876.16_3"	"SNRPA1"	chr15	-	101825930	101827215	101825930	101826006	101833229	101833377
chr17|+|18138783|18140074|18139920|18140074|18137326|18137489	"ENSG00000131899.10_2"	"LLGL1"	chr17	+	18138783	18140074	18139920	18140074	18137326	18137489
chr17|+|18138783|18140074|18139920|18140074|18138152|18138307	"ENSG00000131899.10_2"	"LLGL1"	chr17	+	18138783	18140074	18139920	18140074	18138152	18138307
chr17|+|18138783|18140074|18139920|18140074|18138402|18138626	"ENSG00000131899.10_2"	"LLGL1"	chr17	+	18138783	18140074	18139920	18140074	18138402	18138626
chr17|+|18143891|18145313|18145198|18145313|18141380|18141528	"ENSG00000131899.10_2"	"LLGL1"	chr17	+	18143891	18145313	18145198	18145313	18141380	18141528
chr17|+|18143891|18145313|18145198|18145313|18141769|18141923	"ENSG00000131899.10_2"	"LLGL1"	chr17	+	18143891	18145313	18145198	18145313	18141769	18141923
chr19|+|33464331|33464468|33464389|33464468|33464089|33464208	"ENSG00000131944.9_2"	"FAAP24"	chr19	+	33464331	33464468	33464389	33464468	33464089	33464208
chr14|+|60485063|60485197|60485088|60485197|60474809|60474932	"ENSG00000131951.10_2"	"LRRC9"	chr14	+	60485063	60485197	60485088	60485197	60474809	60474932
chr14|+|60485063|60485197|60485088|60485197|60483377|60483508	"ENSG00000131951.10_2"	"LRRC9"	chr14	+	60485063	60485197	60485088	60485197	60483377	60483508
chr14|+|58680348|58680416|58680358|58680416|58678009|58678110	"ENSG00000131966.13_3"	"ACTR10"	chr14	+	58680348	58680416	58680358	58680416	58678009	58678110
chr14|+|58680348|58680416|58680358|58680416|58678009|58678117	"ENSG00000131966.13_3"	"ACTR10"	chr14	+	58680348	58680416	58680358	58680416	58678009	58678117
chr14|+|58680348|58680416|58680358|58680416|58678009|58678128	"ENSG00000131966.13_3"	"ACTR10"	chr14	+	58680348	58680416	58680358	58680416	58678009	58678128
chr14|+|58690339|58690419|58690340|58690419|58686411|58686447	"ENSG00000131966.13_3"	"ACTR10"	chr14	+	58690339	58690419	58690340	58690419	58686411	58686447
chr14|-|55308725|55310861|55308725|55309772|55313816|55313848	"ENSG00000131979.18_3"	"GCH1"	chr14	-	55308725	55310861	55308725	55309772	55313816	55313848
chr14|+|55604086|55604109|55604087|55604109|55595977|55596018	"ENSG00000131981.15_2"	"LGALS3"	chr14	+	55604086	55604109	55604087	55604109	55595977	55596018
chr14|+|55604761|55605086|55604762|55605086|55604087|55604109	"ENSG00000131981.15_2"	"LGALS3"	chr14	+	55604761	55605086	55604762	55605086	55604087	55604109
chr19|-|14045066|14045223|14045066|14045198|14046533|14046643	"ENSG00000132000.11_3"	"PODNL1"	chr19	-	14045066	14045223	14045066	14045198	14046533	14046643
chr19|-|14045066|14045223|14045066|14045198|14047179|14047273	"ENSG00000132000.11_3"	"PODNL1"	chr19	-	14045066	14045223	14045066	14045198	14047179	14047273
chr19|-|12800775|12801014|12800775|12800924|12801979|12802071	"ENSG00000132004.12_2"	"FBXW9"	chr19	-	12800775	12801014	12800775	12800924	12801979	12802071
chr19|-|12800775|12801014|12800775|12800924|12805407|12805536	"ENSG00000132004.12_2"	"FBXW9"	chr19	-	12800775	12801014	12800775	12800924	12805407	12805536
chr19|-|12805612|12805752|12805612|12805750|12806986|12807457	"ENSG00000132004.12_2"	"FBXW9"	chr19	-	12805612	12805752	12805612	12805750	12806986	12807457
chr19|-|12805612|12805752|12805612|12805750|12807014|12807395	"ENSG00000132004.12_2"	"FBXW9"	chr19	-	12805612	12805752	12805612	12805750	12807014	12807395
chr19|-|12246583|12246719|12246583|12246710|12248472|12248517	"ENSG00000132010.15_3"	"ZNF20"	chr19	-	12246583	12246719	12246583	12246710	12248472	12248517
chr19|+|14070393|14070485|14070395|14070485|14069856|14070291	"ENSG00000132017.10_3"	"DCAF15"	chr19	+	14070393	14070485	14070395	14070485	14069856	14070291
chr19|+|14071098|14071392|14071276|14071392|14070578|14070707	"ENSG00000132017.10_3"	"DCAF15"	chr19	+	14071098	14071392	14071276	14071392	14070578	14070707
chr19|+|14071098|14071392|14071276|14071392|14070795|14070881	"ENSG00000132017.10_3"	"DCAF15"	chr19	+	14071098	14071392	14071276	14071392	14070795	14070881
chr19|+|14037790|14038843|14038705|14038843|14034360|14034419	"ENSG00000132024.17_3"	"CC2D1A"	chr19	+	14037790	14038843	14038705	14038843	14034360	14034419
chr19|+|14037790|14038843|14038705|14038843|14034507|14034624	"ENSG00000132024.17_3"	"CC2D1A"	chr19	+	14037790	14038843	14038705	14038843	14034507	14034624
chr19|+|14038936|14039001|14038939|14039001|14038705|14038843	"ENSG00000132024.17_3"	"CC2D1A"	chr19	+	14038936	14039001	14038939	14039001	14038705	14038843
chr19|-|12939682|12939767|12939682|12939749|12940624|12940799	"ENSG00000132026.13_3"	"RTBDN"	chr19	-	12939682	12939767	12939682	12939749	12940624	12940799
chr19|-|12939682|12939842|12939682|12939767|12940624|12940811	"ENSG00000132026.13_3"	"RTBDN"	chr19	-	12939682	12939842	12939682	12939767	12940624	12940811
chr19|-|12940624|12940811|12940624|12940799|12945598|12946229	"ENSG00000132026.13_3"	"RTBDN"	chr19	-	12940624	12940811	12940624	12940799	12945598	12946229
chr1|-|48877135|48877276|48877135|48877260|48917223|48917272	"ENSG00000132122.11_3"	"SPATA6"	chr1	-	48877135	48877276	48877135	48877260	48917223	48917272
chr1|-|48877135|48877276|48877135|48877260|48918665|48918803	"ENSG00000132122.11_3"	"SPATA6"	chr1	-	48877135	48877276	48877135	48877260	48918665	48918803
chr1|-|46744853|46745286|46744853|46744929|46745863|46745962	"ENSG00000132128.16_2"	"LRRC41"	chr1	-	46744853	46745286	46744853	46744929	46745863	46745962
chr1|-|46744853|46745286|46744853|46744929|46746067|46746232	"ENSG00000132128.16_2"	"LRRC41"	chr1	-	46744853	46745286	46744853	46744929	46746067	46746232
chr1|-|46744853|46745286|46744853|46744929|46746796|46747057	"ENSG00000132128.16_2"	"LRRC41"	chr1	-	46744853	46745286	46744853	46744929	46746796	46747057
chr1|-|46744853|46745286|46744853|46744929|46751033|46752171	"ENSG00000132128.16_2"	"LRRC41"	chr1	-	46744853	46745286	46744853	46744929	46751033	46752171
chr17|-|33266201|33266732|33266201|33266349|33267557|33267640	"ENSG00000132141.13_2"	"CCT6B"	chr17	-	33266201	33266732	33266201	33266349	33267557	33267640
chr3|+|12421202|12421430|12421204|12421430|12353886|12353952	"ENSG00000132170.19_3"	"PPARG"	chr3	+	12421202	12421430	12421204	12421430	12353886	12353952
chr18|-|690548|690745|690548|690631|691067|691106	"ENSG00000132199.18_2"	"ENOSF1"	chr18	-	690548	690745	690548	690631	691067	691106
chr18|-|690548|690745|690548|690631|691203|691276	"ENSG00000132199.18_2"	"ENOSF1"	chr18	-	690548	690745	690548	690631	691203	691276
chr18|-|690548|690745|690548|690631|693881|693908	"ENSG00000132199.18_2"	"ENOSF1"	chr18	-	690548	690745	690548	690631	693881	693908
chr18|-|690548|690745|690548|690631|694247|694334	"ENSG00000132199.18_2"	"ENOSF1"	chr18	-	690548	690745	690548	690631	694247	694334
chr18|-|690548|690745|690548|690631|697239|697355	"ENSG00000132199.18_2"	"ENOSF1"	chr18	-	690548	690745	690548	690631	697239	697355
chr18|-|690548|690745|690548|690631|706469|706578	"ENSG00000132199.18_2"	"ENOSF1"	chr18	-	690548	690745	690548	690631	706469	706578
chr18|-|690548|691276|690548|690631|693881|693908	"ENSG00000132199.18_2"	"ENOSF1"	chr18	-	690548	691276	690548	690631	693881	693908
chr18|-|690548|691276|690548|690631|694247|694334	"ENSG00000132199.18_2"	"ENOSF1"	chr18	-	690548	691276	690548	690631	694247	694334
chr18|-|690548|691276|690548|690631|697239|697355	"ENSG00000132199.18_2"	"ENOSF1"	chr18	-	690548	691276	690548	690631	697239	697355
chr18|-|690548|691276|690548|690745|693881|693908	"ENSG00000132199.18_2"	"ENOSF1"	chr18	-	690548	691276	690548	690745	693881	693908
chr18|-|690548|691276|690548|690745|694247|694334	"ENSG00000132199.18_2"	"ENOSF1"	chr18	-	690548	691276	690548	690745	694247	694334
chr18|-|690548|691276|690548|690745|697239|697355	"ENSG00000132199.18_2"	"ENOSF1"	chr18	-	690548	691276	690548	690745	697239	697355
chr18|-|1275966|1276088|1275966|1276078|1278568|1278634	"ENSG00000132204.13_3"	"LINC00470"	chr18	-	1275966	1276088	1275966	1276078	1278568	1278634
chr18|-|1275966|1276088|1275966|1276078|1353407|1353463	"ENSG00000132204.13_3"	"LINC00470"	chr18	-	1275966	1276088	1275966	1276078	1353407	1353463
chr18|-|1275966|1276088|1275966|1276078|1358726|1358761	"ENSG00000132204.13_3"	"LINC00470"	chr18	-	1275966	1276088	1275966	1276078	1358726	1358761
chr18|-|1275966|1276088|1275966|1276078|1368485|1368598	"ENSG00000132204.13_3"	"LINC00470"	chr18	-	1275966	1276088	1275966	1276078	1368485	1368598
chr11|-|6500369|6500587|6500369|6500488|6501201|6501298	"ENSG00000132254.12_2"	"ARFIP2"	chr11	-	6500369	6500587	6500369	6500488	6501201	6501298
chr11|+|6261295|6261941|6261868|6261941|6260913|6261020	"ENSG00000132259.12_2"	"CNGA4"	chr11	+	6261295	6261941	6261868	6261941	6260913	6261020
chr11|+|5755408|5755465|5755411|5755465|5729806|5729833	"ENSG00000132274.15_3"	"TRIM22"	chr11	+	5755408	5755465	5755411	5755465	5729806	5729833
chr11|-|6622155|6622832|6622155|6622285|6623081|6623445	"ENSG00000132275.10_2"	"RRP8"	chr11	-	6622155	6622832	6622155	6622285	6623081	6623445
chr2|+|86338100|86338281|86338235|86338281|86335622|86335659	"ENSG00000132300.18_2"	"PTCD3"	chr2	+	86338100	86338281	86338235	86338281	86335622	86335659
chr2|+|86354994|86355114|86355063|86355114|86354283|86354428	"ENSG00000132300.18_2"	"PTCD3"	chr2	+	86354994	86355114	86355063	86355114	86354283	86354428
chr2|+|86360300|86360559|86360468|86360559|86359440|86359547	"ENSG00000132300.18_2"	"PTCD3"	chr2	+	86360300	86360559	86360468	86360559	86359440	86359547
chr2|-|86397871|86397967|86397871|86397964|86398330|86398435	"ENSG00000132305.20_2"	"IMMT"	chr2	-	86397871	86397967	86397871	86397964	86398330	86398435
chr2|-|86397871|86397967|86397871|86397964|86400772|86400884	"ENSG00000132305.20_2"	"IMMT"	chr2	-	86397871	86397967	86397871	86397964	86400772	86400884
chr2|-|86398330|86398468|86398330|86398435|86400772|86400884	"ENSG00000132305.20_2"	"IMMT"	chr2	-	86398330	86398468	86398330	86398435	86400772	86400884
chr2|-|86398330|86398468|86398330|86398435|86406555|86406745	"ENSG00000132305.20_2"	"IMMT"	chr2	-	86398330	86398468	86398330	86398435	86406555	86406745
chr2|-|86398330|86398504|86398330|86398435|86400772|86400884	"ENSG00000132305.20_2"	"IMMT"	chr2	-	86398330	86398504	86398330	86398435	86400772	86400884
chr2|-|86398330|86398504|86398330|86398435|86406555|86406745	"ENSG00000132305.20_2"	"IMMT"	chr2	-	86398330	86398504	86398330	86398435	86406555	86406745
chr2|-|86398330|86398504|86398330|86398468|86400772|86400884	"ENSG00000132305.20_2"	"IMMT"	chr2	-	86398330	86398504	86398330	86398468	86400772	86400884
chr2|-|86398330|86398504|86398330|86398468|86406555|86406745	"ENSG00000132305.20_2"	"IMMT"	chr2	-	86398330	86398504	86398330	86398468	86406555	86406745
chr2|-|237289211|237289279|237289211|237289276|237300618|237300714	"ENSG00000132321.16_3"	"IQCA1"	chr2	-	237289211	237289279	237289211	237289276	237300618	237300714
chr2|-|237289211|237289279|237289211|237289276|237300886|237300993	"ENSG00000132321.16_3"	"IQCA1"	chr2	-	237289211	237289279	237289211	237289276	237300886	237300993
chr2|-|237289211|237289279|237289211|237289276|237327791|237327914	"ENSG00000132321.16_3"	"IQCA1"	chr2	-	237289211	237289279	237289211	237289276	237327791	237327914
chr2|+|238976705|238976806|238976709|238976806|238972997|238973110	"ENSG00000132330.16_3"	"SCLY"	chr2	+	238976705	238976806	238976709	238976806	238972997	238973110
chr2|+|238990349|238990477|238990375|238990477|238978104|238978118	"ENSG00000132330.16_3"	"SCLY"	chr2	+	238990349	238990477	238990375	238990477	238978104	238978118
chr2|+|238990349|238990477|238990375|238990477|238982423|238982488	"ENSG00000132330.16_3"	"SCLY"	chr2	+	238990349	238990477	238990375	238990477	238982423	238982488
chr2|+|238999858|239003163|239003060|239003163|238972997|238973110	"ENSG00000132330.16_3"	"SCLY"	chr2	+	238999858	239003163	239003060	239003163	238972997	238973110
chr2|+|238999858|239003163|239003060|239003163|238976705|238976806	"ENSG00000132330.16_3"	"SCLY"	chr2	+	238999858	239003163	239003060	239003163	238976705	238976806
chr2|+|238999858|239003163|239003060|239003163|238977937|238978118	"ENSG00000132330.16_3"	"SCLY"	chr2	+	238999858	239003163	239003060	239003163	238977937	238978118
chr2|+|238999858|239003163|239003060|239003163|238991888|238991995	"ENSG00000132330.16_3"	"SCLY"	chr2	+	238999858	239003163	239003060	239003163	238991888	238991995
chr2|+|239006810|239008054|239006842|239008054|239005441|239005517	"ENSG00000132330.16_3"	"SCLY"	chr2	+	239006810	239008054	239006842	239008054	239005441	239005517
chr10|+|129846027|129846101|129846033|129846101|129845894|129845947	"ENSG00000132334.16_3"	"PTPRE"	chr10	+	129846027	129846101	129846033	129846101	129845894	129845947
chr10|+|129847793|129847930|129847798|129847930|129846027|129846101	"ENSG00000132334.16_3"	"PTPRE"	chr10	+	129847793	129847930	129847798	129847930	129846027	129846101
chr12|+|131359090|131359278|131359095|131359278|131357380|131357509	"ENSG00000132341.11_2"	"RAN"	chr12	+	131359090	131359278	131359095	131359278	131357380	131357509
chr12|+|131359090|131359278|131359095|131359278|131357547|131357673	"ENSG00000132341.11_2"	"RAN"	chr12	+	131359090	131359278	131359095	131359278	131357547	131357673
chr12|+|131359090|131359278|131359095|131359278|131358578|131358629	"ENSG00000132341.11_2"	"RAN"	chr12	+	131359090	131359278	131359095	131359278	131358578	131358629
chr12|+|131360156|131360327|131360199|131360327|131357128|131357174	"ENSG00000132341.11_2"	"RAN"	chr12	+	131360156	131360327	131360199	131360327	131357128	131357174
chr17|+|2908634|2908734|2908662|2908734|2901514|2901670	"ENSG00000132359.14_3"	"RAP1GAP2"	chr17	+	2908634	2908734	2908662	2908734	2901514	2901670
chr17|-|2597193|2597570|2597193|2597333|2597773|2597858	"ENSG00000132361.16_3"	"CLUH"	chr17	-	2597193	2597570	2597193	2597333	2597773	2597858
chr17|-|2599727|2599832|2599727|2599829|2600012|2600236	"ENSG00000132361.16_3"	"CLUH"	chr17	-	2599727	2599832	2599727	2599829	2600012	2600236
chr17|-|2599727|2599832|2599727|2599829|2601189|2601884	"ENSG00000132361.16_3"	"CLUH"	chr17	-	2599727	2599832	2599727	2599829	2601189	2601884
chr17|-|2603971|2604119|2603971|2604076|2604433|2604559	"ENSG00000132361.16_3"	"CLUH"	chr17	-	2603971	2604119	2603971	2604076	2604433	2604559
